"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015002966581",430786,2727592,"PZ3.B5683Tale","fuzzymatch","Blackwood, Algernon,","1869-1951.","London|New York|P. Nevill|1949",1949,1949,"enk",,,"Fiction","Tales of the uncanny and supernatural."
"mdp.39015030931284",1441754,1113343,"PZ1.D42Ot","oclcid","Derleth, August William,","1909-1971.","New York|Pellegrini & Cudahy|1949",1949,1949,"nyu",,"Science fiction","NotFiction","The other side of the moon. | [Stories]"
"uc1.$b312872",6541765,2196790,"PZ3.W937Wo 3","fuzzymatch","Wright, S. Fowler (Sydney Fowler),","1874-1965.","Chicago|Shasta Publishers|1949",1949,1949,"ilu",,,"Fiction","The world below. | $c: With an introd. by Everett F. Bleiler."
"uc1.$b106425",6604144,1189163,"PZ3.O5435An 2PR6029.M35 A5","oclcid","Bridge, Ann,","1889-1974.","New York|Macmillan Co.|1949 [c1948",1949,1949,"nyu",,,"NotFiction","And then you came, | $c: by Ann Bridge [pseud.]"
"mdp.39076002339229",9927211,1598865,,"taggedfantasy","Besterman, Catherine,","1908-","Indianapolis|Bobbs-Merrill Co.|c1949.",1949,1949,"inu",,"Juvenile fiction|Boys|Voyages and travels|Education|Fantasy fiction","Fiction","The extraordinary education of Johnny Longfoot in his search for the magic hat"
"mdp.39015008828157",205356,8603600,,"fuzzymatch","Vance, Jack,","1916-","New York|Pocket Books|1977 printing, c1950.",0,1950,"nyu",,,"Fiction","The dying earth"
"inu.32000009192297",6059035,1726287,"PZ3.B4443El","fuzzymatch","Bentley, E. C. (Edmund Clerihew),","1875-1956.","New York|Knopf|1950.",1950,1950,"nyu",,,"Fiction","Elephant's work, an enigma."
"mdp.39076002560766",9928908,1690264,,"taggedfantasy","Goudge, Elizabeth,","1900-1984.","New York|Coward-McCann|c1951.",1951,1951,"nyu",,"Juvenile fiction|Animals, Mythical|Perseverance (Ethics)|Fantasy fiction","Fiction","The Valley of Song"
"uc1.32106002143268",7120307,1702857,,"oclcid","Saroyan, William,","1908-1981","New York|Doubleday|1951.",1951,1951,"   ",,,"NotFiction","Tracy's tiger."
"uc1.b4095332",6152269,603675,"PZ3 H35067, Gab","oclcid","Heard, Gerald,","1889-1971.","New York|Harper|1952",1952,1952,"xx ",,,"NotFiction","Gabriel and the creatures; | $c: illustrated by Susanne Suba."
"uc1.32106012654197",7106620,368233,,"fuzzymatch","Lewis, C. S. (Clive Staples),","1898-1963.","New York|Macmillan|1952.",1952,1952,"   ",,,"NotFiction","The voyage of the Dawn Treader. | $c: Illus. by Pauline Baynes."
"mdp.39076005205393",9905688,1283373,,"taggedfantasy",,,"Boston|Little, Brown|1952-",1952,1952,"mau",,"Science fiction|Magazine of fantasy and science fiction (Cornwall, Conn.)|Fantasy fiction","UnknownGenre","The best from Fantasy and science fiction."
"mdp.39015002672585",537202,1304139,"PZ8.L48Si","fuzzymatch","Lewis, C. S. (Clive Staples),","1898-1963.","London|G. Bles|1953",1953,1953,"enk",,,"Fiction","The silver chair; | $c: with illus. by Pauline Baynes."
"mdp.39015005766368",123132,964435,"PZ3.C551205Ch","fuzzymatch","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Ballantine Books|1953",1953,1953,"nyu",,,"Fiction","Childhood's end."
"osu.32435059733857",100825223,6131650,"PZ3.L5293Co","fuzzymatch","Leiber, Fritz,","1910-1992.","New York|Twayne Publishers|c1953.",1953,1953,"nyu",,"Paranormal fiction","Fiction|Occult fiction","Conjure wife"
"uc1.32106015420547",7143150,12228601,,"fuzzymatch","Tolkien, J. R. R. (John Ronald Reuel),","1892-1973","Oxford|George Allen & Unwin|1954",1954,1954,"enk",,,"Fiction","The fellowship of the ring : | being the first part of The Lord of the Rings"
"pst.000018315271",8385714,18709131,,"fuzzymatch","Lewis, C. S. (Clive Staples),","1898-1963.","New York|Macmillan Pub. Co.|1988, c1954.",1954,1954,"xx ",1988,,"NotFiction","The horse and his boy"
"mdp.39015005607919",1025869,1487587,"PZ3.T576Lo","oclcid","(John Ronald Reuel), Tolkien, J. R. R.","1892-1973.","London|Allen & Unwin|1954-55.",1954,1954,"enk",,,"Fiction","The lord of the rings."
"mdp.39076002607377",9929462,1613481,,"oclcid","Brown, Palmer.",,"New York|Harper|c1954.",1954,1954,"nyu",,"Juvenile fiction|Railroad travel|Girls|Conduct of life|Aunts","NotFiction","Beyond the pawpaw trees : | the story of Anna Lavinia/ | $c: by Palmer Brown ; drawings by the author."
"uc1.b3545502",1370386,1596336,"PZ1.M482Bz","taggedfantasy","Merril, Judith,","1923-1997.","New York|Random House|1954",1954,1954,"nyu",,"Science fiction|Fantasy fiction","NotFiction","Beyond the barriers of space and time."
"mdp.39015054025773",1025869,1487587,"PZ3.T576Lo","oclcid","(John Ronald Reuel), Tolkien, J. R. R.","1892-1973.","London|Allen & Unwin|1954-55.",1954,1954,"enk","pt.2",,"Fiction","The lord of the rings."
"mdp.39015054059525",474709,1807854,"PZ3.B72453Oc","fuzzymatch","Bradbury, Ray,","1920-2012.","New York|Ballantine Books|1955",1955,1955,"nyu",,,"Fiction","The October country, | $c: illustrated by Joe Mugnaini."
"pst.000025483086",7052722,23245599,,"fuzzymatch","Boston, L. M. (Lucy Maria),","1892-1990","San Diego|Harcourt, Brace, Jovanovich|c1955.",1955,1955,"xx ",,"Space and time|Juvenile fiction","NotFiction","The children of Green Knowe"
"mdp.39015030718657",1187798,5128165,"PZ3.S93562WayPS3569.T875","taggedfantasy","Sturgeon, Theodore.",,"New York|Funk & Wagnalls|1955.",1955,1955,"nyu",,"Science fiction, American|Fantasy fiction, American","NotFiction","A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin."
"pst.000011216162",7055905,367083,,"fuzzymatch","Lewis, C. S. (Clive Staples),","1898-1963.","New York|Macmillan|1955].",1955,1955,"xx ",,,"NotFiction","The magician's nephew"
"uc1.32106014483108",7133587,26386742,,"fuzzymatch","Leiber, Fritz,","1910-1992","S.l.|s.n.|19--",0,1958,"nyu",,"Science fiction, American","NotFiction","The big time"
"mdp.39015000543929",1910658,5517614,,"oclcid|fuzzymatch","Peake, Mervyn Laurence,","1911-1968.","London|Eyre & Spottiswoode|1959.",1959,1959,"enk",,,"UnknownGenre","Titus alone."
"mdp.39015058074553",1441706,715072,"PS648.S5C37 1977","taggedfantasy",,,"Garden City, N.Y.|Nelson Doubleday|c1973-",0,1973,"nyu","v.5","Magic|Fiction|Short stories, American|Swordsmen|Fantasy fiction, American","Short stories","Flashing swords!"
"mdp.39015053238286",123734,2003526,,"taggedfantasy",,,"New York|Pyramid Books|1975-",0,1975,"nyu","v.1","Fantasy fiction","Fiction","Weird heroes"
"mdp.39015061386812",4928622,26848072,,"taggedfantasy",,,"Harrisonville, Mo.|ESA Publications|1991-",0,1991,"mou","v.1","Fantasy tales, American|Horror tales, American|Middle West|Science fiction, American","Short stories","Best of the Midwest's science fiction, fantasy & horror"
"uc1.b4431356",6239221,28553027,,"oclcid","LaFarge, Tom.",,"Los Angeles, Calif.|Sun & Moon Press|1993-",0,1993,"cau","v.1",,"Fiction","The crimson bears"
"mdp.39015063166436",5208958,51385402,,"taggedfantasy",,,"Farmingdale, NY|Padwolf Pub.|1998-",0,1998,"nyu","v.1","Detective and mystery stories, American|Fantasy fiction, American|Science fiction, American","Mixed","The Best of pirate writings : | tales of fantasy, mystery & science fiction"
"mdp.39015062850154",5055506,56089578,"PS3563.A8355C642 2003","taggedfantasy","Matheson, Richard,","1926-","Colorado Springs, CO|Edge Books|c2003-",0,2003,"cou","v.1","Fantasy fiction, American|Science fiction, American","Short stories","Collected stories"
"osu.32435068347988",100821050,3916492,"PS3558.U3895H5 1955","oclcid","Hughes, Riley.",,"Milwaukee|Bruce Pub. Co.|1955",1955,,"wiu",,,"NotFiction","The hills were liars : | a novel"
"mdp.39015038922723",537005,8990326,"PZ8.L48Las","fuzzymatch","Lewis, C. S. (Clive Staples),","1898-1963.","London|The Bodley Head|1956.",1956,,"enk",,,"NotFiction","The last battle, | a story for children; | $c: illustrated by Pauline Baynes."
"mdp.39015005058410",1209818,3066743,"PZ3.H4525Jo","fuzzymatch","Hesse, Hermann,","1877-1962.","London|P. Owen|1956",1956,,"enk",,,"NotFiction","The journey to the East."
"inu.30000054447648",7587952,19418278,,"fuzzymatch","White, T. H. (Terence Hanbury),","1906-1964.","London|Collins|1957.",1957,,"enk",,"Arthurian romances","Fiction","The sword in the stone"
"pst.000044416584",7496772,1861354,"PZ7.D8787Fal","fuzzymatch","Duggan, Maurice.",,"New York|Criterion Books|c1958.",1958,,"xxu","D854fal 1958",,"NotFiction","Falter Tom and the water boy."
"uc1.b4087889",6149811,24617163,,"fuzzymatch","Nesbit, E. (Edith),","1858-1924.","Harmondsworth, Eng.|Puffin Books|New York|Penguin Books|1959.",1959,,"enk",,,"Fiction","Five children and it"
"uc1.$b326450",6549182,1419779,"PZ7.G256Gi","oclcid","Gebhardt, Hertha Antonia Mathilde (Triepel) Von.",,"New York|Criterion Books|1959",1959,,"xx ",,,"NotFiction","The girl from nowhere. | $c: Translated by James Kirkup.  Illustrated by Helen Brun."
"osu.32435063116172",100825300,14469705,,"taggedfantasy","Gardner, Maurice B.",,"Boston, Mass.|Meador Publishing Company|c1959.",1959,,"mau",,"Fantasy fiction, American","NotFiction|Love stories|Adventures stories","Bantan's island peril"
"pst.000007265860",7042446,3894754,,"fuzzymatch","Lindgren, Astrid,","1907-2002","New York|Scholastic Book Services|1968, c1959.",1959,,"xx ",,,"NotFiction","Pippi Longstocking"
"mdp.39015056814455",3849956,1084438,"PZ1.M273De","taggedfantasy",,,"Garden City, N.Y.|Doubleday|c1960.",1960,,"nyu",,"Fantasy fiction|Science fiction","Fiction","A decade of Fantasy and science fiction"
"pst.000024818261",9430106,1420948,,"oclcid","Guillot, René,","1900-1969","New York|Abelard-Schuman|1961, c1960].",1960,,"xx ",,,"NotFiction","Nicolette and the mill"
"uc1.$b104019",672994,1183455,"PZ3.N195Wg","oclcid","Nathan, Robert,","1894-1985.","New York|Knopf|1961.",1961,,"nyu",,,"Fiction","The wilderness-stone."
"mdp.39015005906592",323316,26893126,,"fuzzymatch","Bradbury, Ray,","1920-2012.","New York|Bantam Books|1963, c1962.",1962,,"nyu",,,"Fiction","Something wicked this way comes"
"osu.32435053363701",100824617,17400483,,"fuzzymatch","Laumer, Keith,","1925-1993.","New York|Ace Books|1962.",1962,,"nyu",,,"Fiction","Worlds of the Imperium"
"mdp.39015025370241",2569782,3704514,,"fuzzymatch","Lindsay, Norman,","1879-1969.","Sydney|Angus and Robertson|1963.",1963,,"at ",,,"NotFiction","The magic pudding : | being the adventures of Bunyip Bluegum and his friends Bill Barnacle and Sam Sawnoff"
"osu.32435053305041",5812259,28749701,,"oclcid","Bradbury, Ray,","1920-2012.","New York|Berkley|1963.",1963,,"nyu",,"Science fiction","Fiction","Beyond"
"inu.39000000059332",6058803,1403433,,"fuzzymatch","Norton, Andre.",,"New York|Ace Books|1963",1963,,"   ",,"Science fiction, American","UnknownGenre","Witch world."
"inu.30000007090594",7587616,691493,"PZ4.G349Do","fuzzymatch","George, Peter,","1924-1966.","New York|Bantam Books|1964",1964,,"nyu",,,"Fiction","Dr. Strangelove : | or, How I learned to stop worrying and love the bomb; a novel"
"pst.000049194265",7068452,3810819,,"taggedfantasy","Fleming, Ian,","1908-1964.","New York|Scholastic Book Services|1969], c1964.",1964,,"nyu",,"Fantasy|Automobiles|Juvenile fiction","Fiction","Chitty chitty bang bang"
"mdp.39015017693923",1428190,17684035,,"fuzzymatch","Fyson, Jenny Grace.",,"London|Oxford University Press|1964.",1964,,"enk",,,"UnknownGenre","The three brothers of Ur. | $c: Illustrated by Victor G. Ambrus."
"mdp.39015013296119",507499,822502,"PZ8.J247Fi","fuzzymatch","Jansson, Tove.",,"New York|H. Z. Walck|1965 [c1958",1965,,"|||",,,"UnknownGenre","Finn family Moomintroll, | $c: written and illustrated by Tove Jansson. Translated by Elizabeth Portch."
"pst.000013229504",7056835,4236830,,"fuzzymatch","Bradley, Marion Zimmer.",,"New York|Ace Science Fiction books|c1965.",1965,,"xx ",,,"NotFiction","Star of danger"
"mdp.39015019750366",2727,185390,"PZ3.K5193Fo","fuzzymatch","Key, Alexander,","1904-1979.","Philadelphia|Westminster Press|c1965",1965,,"|||",,,"UnknownGenre","The forgotten door."
"mdp.39076006980549",9911356,653379,,"fuzzymatch","Lawson, John (John Shults)",,"New York|Crowell|1966",1966,,"   ",,,"UnknownGenre","You better come home with me, | $c: by John Lawson. Illustrated by Arnold Spilka."
"mdp.39015019966608",4311,301330,,"fuzzymatch","Farmer, Penelope,","1939-","Harcourt, Brace & World|c1966.",1966,,"nyu",,,"UnknownGenre","Emma in winter"
"uc1.b3865739",6737983,13718386,,"oclcid","White, T. H. (Terence Hanbury),","1906-1964.","London|J. Cape|1966",1966,,"enk",,,"Fiction","Mistress Masham's repose, | $c: by T.H. White."
"uc1.$b114021",6608144,1374612,"PZ4.W23Sn2","fuzzymatch","Walter, Elizabeth (Elizabeth Margaret)",,"New York|Stein and Day|1966-c1965",1966,,"xx ",,,"NotFiction","Snowfall, and other chilling events."
"inu.30000005036151",7587264,15170872,,"taggedfantasy","Bannerman, Helen,","1862-1946.","London|Chatto & Windus|1966.",1966,,"enk",,"Fantasy","Fiction","The story of Little White Squibba"
"mdp.39015012178250",123750,935560,,"fuzzymatch","Zelazny, Roger.",,"New York, N.Y.|Ace Books|c1966.",1966,,"nyu",,,"Fiction","This immortal"
"mdp.39015032254008",2953871,7404577,,"fuzzymatch","Stoker, Bram,","1847-1912.","New York|Paperback Library|1966.",1966,,"nyu",,,"Fiction","The lady of the shroud ; | a paperback library gothic"
"uc1.b4099051",6153728,1235701,,"oclcid","North, Joan",,"New York|Farrar, Straus & Giroux|1966,c1965",1966,,"nyu",,,"Fiction","The cloud forest."
"uc1.b3545524",6671966,1378899,"PZ1.P7Pl","oclcid",,,"Chicago|Playboy Press|1966",1966,,"xx ",,"Science fiction","NotFiction","The Playboy book of science fiction and fantasy, | $c: selected by the editors of Playboy."
"uc1.b5170808",9845717,2188328,"PZ3.B63573Ch3","fuzzymatch","Boileau, Pierre,","1906-","London|Barlcer|1966",1966,,"enk",,,"NotFiction","Choice cuts | $c: [by] Thomas Boileau [sic] and Pierre Narcejac [sic]; translated from the French by Brian Rawson."
"mdp.39015010321076",439251,1286103,"PZ4.D2565Ps2","fuzzymatch","Davies, L. P. (Leslie Purnell)",,"Garden City, N.Y.|Doubleday|1967.",1967,,"nyu",,,"NotFiction","Psychogeist | $c: [by] L. P. Davies."
"mdp.49015000898420",4472518,7667714,"PZ7.G18417","fuzzymatch","Garner, Alan,","1934-","New York|Ballantine Books|1981, c1967.",1967,,"nyu",,"Fiction","Fiction","The owl service"
"mdp.39015027551343",1417629,1399269,,"oclcid","Hunter, Mollie,","1922-","New York|Funk & Wagnalls|1967",1967,,"nyu",,,"UnknownGenre","Thomas and the warlock | $c: [by] Mollie Hunter. Illustrated by Joseph Cellini."
"mdp.39015018526619",2211701,3837099,,"oclcid","Carroll, Lewis,","1832-1898.","New York|The Grolier Society, Inc.|c1967",1967,,"nyu",,,"Fiction","Alice for the very young. | $c: Containing twenty coloured enlargements from Tenniel's illustrations to ""Alice's adventures in wonderland,"" with text adapted to younger readers. By Lewis Carroll [pseud.]"
"uc1.$b792519",9952925,28396,"PZ4.B412Dak3PR6003.E295","fuzzymatch","Beeching, Jack.",,"New York|Delacorte Press|1968",1968,,"nyu",,,"Fiction","The Dakota Project."
"mdp.39015018601388",359833,192201,"PZ4.B3657Las","fuzzymatch","Beagle, Peter S.",,"New York|Viking Press|1968",1968,,"nyu",,,"Fiction","The last unicorn | $c: [by] Peter S. Beagle."
"mdp.39015005122851",1021470,413595,"PZ4.C5559Po","fuzzymatch","Christopher, John,","1922-2012.","New York|Macmillan|1968",1968,,"nyu",,,"Fiction","The pool of fire."
"mdp.39015056817474",3851277,12223140,,"taggedfantasy","Cummings, M. A.",,"New York|Caravelle Books|c1968.",1968,,"nyu",,"Fantasy fiction, American","Short stories","Exile and other tales of fantasy"
"pst.000006412210",7042434,7897449,,"fuzzymatch","Chase, Mary,","1907-1981","New York|Scholastic Book Services|1971, c1968.",1968,,"xx ",,,"NotFiction","The wicked, wicked ladies in the haunted house"
"uc1.32106002168356",7129534,10297,,"fuzzymatch","Ellison, Harlan.",,"New York|Trident Press|1968",1968,,"nyu",,"Science fiction, American","Fiction","Love ain't nothing but sex misspelled; | twenty-two stories."
"mdp.39015006565108",1417010,67412081,,"fuzzymatch","Hunter, Mollie,","1922-","New York|Avon|1968, c1964",1968,,"nyu",,,"UnknownGenre","The kelpie's pearls | $c: [by] Mollie Hunter. [Illustrated by Joseph Cellini]"
"mdp.39015052467530",3520987,37684048,,"fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Walker|c1969.",1969,,"nyu",,"Science fiction","Fiction","The left hand of darkness"
"mdp.39015020709617",539418,1173507,,"oclcid","Dick, Philip K.",,"New York|Ace Books|c1969",1969,,"nyu",,,"Fiction","The preserving machine."
"mdp.39015002755190",1911361,29441,,"fuzzymatch","Saxton, Mark.",,"Boston|Houghton Mifflin|1969.",1969,,"mau",,,"UnknownGenre","The Islar, a narrative of Lang III."
"inu.32000002905992",7586869,47228,"PZ3.D9248Las6PR6007.U6","taggedfantasy","Baron, Dunsany, Edward John Moreton Drax Plunkett,","1878-1957.","Freeport, N.Y.|Books for Libraries Press|1969",1969,,"nyu",,"Irish authors|Fantasy fiction, English","Fiction","The last book of wonder. | $c: With illus. by S. H. Sime."
"mdp.39015004852391",1417107,67412112,,"taggedfantasy","Nichols, Ruth,","1918-","New York|Harcourt, Brace & World|1969",1969,,"nyu",,"Fantasy","UnknownGenre","A walk out of the world. | $c: Illustrated by Trina Schart Hyman."
"inu.32000002905570",1910144,48088,"PZ3.D9248Dr5PR6007.U6","taggedfantasy","Baron, Dunsany, Edward John Moreton Drax Plunkett,","1878-1957.","Freeport, N.Y.|Books for Libraries Press|1969",1969,,"nyu",,"Fiction|Fantasy fiction, English|Manners and customs|Irish authors","Fiction","A dreamer's tales. | $c: With illus. by S. H. Sime."
"mdp.39015010544107",1418498,6161534,,"fuzzymatch","Bond, Michael.",,"New York|Dell Pub. Co.|1969, c1958",1969,,"nyu",,,"UnknownGenre","A bear called Paddington. | $c: With drawings by Peggy Fortnum."
"mdp.39015013397081",1428015,13394,,"oclcid","Babbitt, Natalie.",,"New York|Farrar, Straus and Giroux|1969",1969,,"nyu",,,"UnknownGenre","The search for delicious."
"mdp.39015005160836",1428120,4897,,"fuzzymatch","Curry, Jane Louise.",,"New York|Harcourt, Brace & World|1969",1969,,"nyu",,,"UnknownGenre","The change-child"
"pst.000032513851",7063422,32378432,,"fuzzymatch","Du Maurier, Daphne,","1907-1989","Cutchogue, N.Y.|Buccaneer Books|c1969.",1969,,"xxu",,,"NotFiction","The house on the strand"
"inu.30000011853938",7591303,22637,"PZ3.F88W5PS1712","taggedfantasy","Freeman, Mary Eleanor Wilkins,","1852-1930.","New York|Garrett Press|1969",1969,,"nyu",,"New England|Supernatural|Social life and customs | Fiction|Fiction|Fantasy fiction, American","Fiction","The wind in the rose-bush and other stories of the supernatural. | $c: Illustrated by Peter Newell."
"mdp.39015014816808",1451,104767,"PZ3.C107Do8","oclcid","Cabell, James Branch,","1879-1958.","New York|Books for Libraries Press|1970",1970,,"nyu",,,"Fiction|Bibliographies","Domnei; | a comedy of woman-worship. | $c: With an introd. by Joseph Hergesheimer."
"mdp.39015030745163",388214,55249,,"taggedfantasy","Fast, Howard,","1914-2003","New York|Morrow|1970.",1970,,"nyu",,"Science fiction, American|Fantasy fiction, American","Fiction","The general zapped an angel; | new stories of fantasy and science fiction, | $c: by Howard Fast."
"mdp.39015019049371",1903216,128545,,"taggedfantasy","Haining, Peter.",,"New York|Taplinger|1970",1970,,"nyu",,"Fantasy fiction|Horror tales","UnknownGenre","The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury."
"mdp.39015059189590",4930726,91621,"PZ1.D36WarPS374.F27","taggedfantasy",,,"New York|G. P. Putnam|c1970.",1970,,"nyu",,"Fantasy fiction, American","Short stories","Warlocks and warriors"
"inu.30000111816496",10563720,137823,"PZ3.C355Ki13PS1284","fuzzymatch","Chambers, Robert W. (Robert William),","1865-1933.","New York|Dover Publications|1970",1970,,"nyu",,"Horror tales, American","Fiction","The king in yellow, | and other horror stories. | $c: Selected with an introd. by E. F. Bleiler."
"mdp.39015073819438",5936253,24659504,,"taggedfantasy","Leiber, Fritz,","1910-1992.","Garden City, N.Y.|Nelson Doubleday|197-], c1970.",1970,,"nyu",,"Fantasy fiction, American","Novel|Fantastic fiction","The three of swords"
"mdp.39015017688303",333077,66269727,,"fuzzymatch","Carter, Lin.",,"London|Scripts Publications|1970,c1968.",1970,,"enk",,,"NotFiction","Tower at the edge of time"
"mdp.39015009382261",1026132,87016,"PZ4.S852Cr3PR6069.T46","fuzzymatch","Stewart, Mary,","1916-","New York|Morrow|1970.",1970,,"nyu",,"Merlin (Legendary character)|Fiction|Arthurian romances","Fiction","The crystal cave."
"inu.30000007194081",7567059,240119,"PQ1685.E5U7 1970","taggedfantasy","Rabelais, François,","ca. 1490-1553?","London|Fraser Press|1970.",1970,,"enk",,"Gargantua (Legendary character)|Translations into English|Giants|Fantasy fiction, French|Fiction","NotFiction","Five books of the lives, heroic deeds and sayings of Gargantua and his son Pantagruel; | $c: translated into English by Sir Thomas Urquhart of Cromarty and Peter Antony Motteux."
"uc1.32106001557054",6931095,98200,,"taggedfantasy","Eliade, Mircea,","1907-1986","New York|Herder and Herder|1970",1970,,"nyu",,"Fiction|Translations into English|Fantasy fiction, Romanian|Occult fiction","Fiction","Two tales of the occult. | $c: Translated from the Rumanian by William Ames Coates."
"mdp.39015019357808",120844,381277,,"fuzzymatch","Gerrold, David",,"New York|Ballantine|1971.",1971,,"nyu",,"Science fiction","NotFiction","The flying sorcerers"
"mdp.39015010738097",287914,10523661,,"oclcid","Wibberley, Leonard,","1915-1983.","Toronto|New York|Bantam Books|1971, c1962.",1971,,"nyu",,,"Fiction","The mouse on the moon"
"mdp.39015046834316",2439,161307,"PZ3.W1752ChPS3545.A6296","oclcid","Walton, Evangeline.",,"New York|Ballantine Books|1971",1971,,"nyu",,,"Fiction","The children of Llyr."
"mdp.39015073820188",5976537,125268,"PZ3.V2315Fac3PR6072.A4","oclcid","Val Baker, Denys,","1917-1984.","Sauk City, Wis.|Arkham House|1971.",1971,,"wiu",,"Horror tales, English","Short stories","The face in the mirror"
"mdp.39015046445832",1031490,159088,,"fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Atheneum|1971, t.p. 1980.",1971,,"   ",,"Fantastic fiction","NotFiction","The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty."
"mdp.39015066698575",1004277,206268,"PZ1.H1255Cl3PR8675","taggedfantasy","Haining, Peter.",,"New York|Taplinger Pub. Co.|1971",1971,,"nyu",,"Fantasy fiction, Scottish|English fiction|Scottish authors|Horror tales, Scottish","Fiction","The clans of darkness; | Scottish stories of fantasy and horror. | $c: Foreword by Angus Wilson."
"mdp.39015005756898",1441824,240113,"PZ1.H1255ClPR1309.H6","taggedfantasy","Haining, Peter.",,"London|Gollancz|1971.",1971,,"enk",,"Fantasy fiction, Scottish|English fiction|Scottish authors|Horror tales, Scottish","Fiction","The clans of darkness: Scottish stories of fantasy and horror; | $c: foreword by Angus Wilson."
"mdp.39015020715614",1053360,159335,"PZ4.P9786BePQ7798.26.U4","fuzzymatch","Puig, Manuel.",,"New York|Dutton|1971.",1971,,"nyu",,,"Fiction","Betrayed by Rita Hayworth. | $c: Translated by Suzanne Jill Levine."
"uc1.32106014299314",1031490,159088,,"fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Atheneum|1971, t.p. 1980.",1971,,"   ",,"Fantastic fiction","NotFiction","The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty."
"pst.000050321674",7047972,24387895,,"fuzzymatch","Norton, Andre.",,"New York|Daw Books|c1972.",1972,,"nyu",,"Science fiction","NotFiction","The crystal gryphon"
"pst.000012777891",7056980,446208,"PZ4.S4855NiPS3537.E654","taggedfantasy","Serling, Rod,","1924-1975","Toronto|New York|Bantam Books|1972].",1972,,"xxc",,"Fantasy fiction, American","NotFiction","Night gallery 2."
"uc1.32106014947151",1031489,481359,,"fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Atheneum|1972.",1972,,"   ",,,"NotFiction","The farthest shore | $c: [by] Ursula Le Guin. Illustrated by Gail Garraty."
"mdp.39015073818554",4941584,6847064,,"taggedfantasy","Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,,"nyu","v.2","Fiction|Amber (Imaginary place)|Fantasy fiction, American","Novel","The chronicles of Amber"
"pst.000044334239",7053145,23278312,,"fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Bantam Books|1975, c1972.",1972,,"xxu",,,"NotFiction","The farthest shore"
"mdp.39015061857671",4941584,6847064,,"taggedfantasy","Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,,"nyu","v.1","Fiction|Amber (Imaginary place)|Fantasy fiction, American","Novel","The chronicles of Amber"
"mdp.39015011288076",124590,17828101,,"fuzzymatch","Moorcock, Michael,","1939-","New York|Daw|1972.",1972,,"nyu",,,"Fiction","Elric of Melnibone./ | $c: Michael Moorcock."
"mdp.39015062063014",1230279,495122,"PZ3.L5395MePG7158.L39","fuzzymatch","Lem, Stanisław.",,"New York|Seabury Press|1973",1973,,"nyu",,,"Fiction","Memoirs found in a bathtub. | $c: Translated by Michael Kandel and Christine Rose."
"mdp.39015011255661",1903284,13939148,,"taggedfantasy","Elwood, Roger,",,"New York|Trident Press|c1973",1973,,"nyu",,"Horror tales, American|Fantasy fiction, American","UnknownGenre","The berserkers."
"mdp.39015063174026",5212569,1342963,,"fuzzymatch","Anthony, Piers.",,"New York|Berkley Pub. Corp.|1973.",1973,,"nyu",,"Human-alien encounters|Fiction|Dentists|Interstellar travel|Science fiction, American","Fiction|Science fiction","Prostho plus"
"mdp.39015040105747",391794,624008,"PZ4.G635PrPS3557.O384","fuzzymatch","Goldman, William,","1931-","New York|Harcourt Brace Jovanovich|1973",1973,,"nyu",,,"Fiction","The princess bride: | S. Morgenstern's classic tale of true love and high adventure. The ""good parts"" version, abridged."
"uc1.32106012964117",7132581,31072094,,"fuzzymatch"," Clarke, Arthur C.   (Arthur Charles),","1917-2008","Cutchogue, N.Y.|Buccaneer Books|1973",1973,,"nyu",,,"NotFiction","Rendezvous with Rama"
"pst.000022867131",12260652,2789986,,"fuzzymatch","McKillip, Patricia A.",,"New York|Avon Books|1975, c1974].",1974,,"xx ",1975,"Science fiction","NotFiction","The forgotten beasts of Eld"
"uc1.b4384844",9512189,762413,,"taggedfantasy","Keller, David Henry,","1880-1966.","Westport, Conn.|Hyperion Press|1974",1974,,"   ",,"Science fiction, American|Horror tales, American|Fantasy fiction, American","NotFiction","Life everlasting and other tales of science, fantasy, and horror. | $c: Edited and with a critical and biographical introd. by Sam Moskowitz."
"mdp.39015020735745",657280,730688,"PZ10.3A197Wat4","fuzzymatch","Adams, Richard,","1920-","New York|Macmillan|1974,c1972",1974,,"nyu",,,"Fiction","Watership Down | $c: [by] Richard Adams."
"uc1.b3435129",619773,1130141,"PA4.A2163Sh3PS3551.D394","oclcid","Adams, Richard,","1920-","New York|Simon and Schuster|c1974.",1974,,"nyu",,,"Fiction","Shardik"
