docid,recordid,oclc,locnum,includedbc,author,authordate,imprint,inferreddate,place,enumcron,subjects,genres,title
mdp.39015019049371,001903216,128545,,taggedfantasy,"Haining, Peter.",,New York|Taplinger|1970,1970,nyu,,Fantasy fiction|Horror tales,UnknownGenre,"The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury."
pst.000048593830,012269065,43567515,PS374.S35P69 2001,taggedfantasy,,,"Upper Saddle River, NJ|Prentice Hall|c2001.",2001,nju,,"Fantasy fiction, English|Fantasy fiction, American|Science fiction, English|Science fiction, American",Bibliographies|Fiction,The Prentice Hall anthology of science fiction and fantasy
mdp.39015002978917,000434939,1982666,PZ10.3.G76Wi17,fuzzymatch,"Grahame, Kenneth,",1859-1932.,New York|C. Scribner's Sons|1933.,1933,nyu,,Fiction|Animals,Fiction,"The wind in the willows, | $c: by Kenneth Grahame; illustrated by Ernest H. Shepard."
uc1.b3870198,007881720,800544,PZ1.K745GoPS648.F3,taggedfantasy,"Knight, Damon,",1922-2002.,"New York|Simon and Schuster|1974, c1973",1974,nyu,,"Fantasy fiction, American|Fantasy fiction, English",Fiction,The golden road; | great tales of fantasy and the supernatural. | $c: Edited by Damon Knight.
mdp.39015013361608,000044062,1675580,PZ10.3.G76Wi88,fuzzymatch,"Grahame, Kenneth,",1859-1932.,Cleveland|World Pub. Co.|c1966.,1966,ohu,,Juvenile fiction|Animals,NotFiction,The wind in the willows
mdp.39015004246461,000536582,1208042,,fuzzymatch,"Lessing, Doris May,",1919-,London|Octagon|1974,1974,enk,,,Fiction,The memoirs of a survivor
mdp.39015074255632,005848378,7535851,,fuzzymatch,"Swift, Jonathan,",1667-1745.,London|Geoffrey Cumberledge|Oxford University Press|1955.,1955,enk,,"Fiction|Voyages, Imaginary",Fiction,Gulliver's travels
mdp.39015005002038,001903216,128545,,taggedfantasy,"Haining, Peter.",,New York|Taplinger|1970,1970,nyu,,Fantasy fiction|Horror tales,UnknownGenre,"The wild night company: | Irish stories of fantasy and horror, | $c: edited by Peter Haining; foreword by Ray Bradbury."
mdp.39015032938105,002817281,10021923,PN6071.F25M24 1984,taggedfantasy,,,New York|Longman|c1984.,1984,nyu,,Fantasy fiction,Fiction,Magical realist fiction : | an anthology
mdp.39015069134800,005411556,17836499,,taggedfantasy,"Hartwell, David G.",,New York|Doubleday Book & Music Clubs|c1988.,1988,nyu,,"Fantasy fiction, American|Fantasy fiction, English",Short stories,Masterpieces of fantasy and enchantment
mdp.39015024993415,002525341,23731888,PS648.F3B7 1991,taggedfantasy,,,New York|ROC|c1991.,1991,nyu,,"Fantasy fiction, American",Fiction,The Bradbury chronicles : | stories in honor of Ray Bradbury
mdp.39015040542139,003945345,35151285,PS648.F3B52 1997,taggedfantasy,,,New York|Avon Books|c1997.,1997,nyu,,"Fairy tales|Adaptations|Fantasy fiction, American",Fiction,"Black swan, white raven"
pst.000062911030,012279294,179880784,,taggedfantasy,"Bradley, Marion Zimmer.",,New York|Norilana Books|c2007.,2007,nyu,,"Fantasy fiction, American|Magic|Short stories|Wizards|Fiction",Fiction|Fantasy fiction,Marion Zimmer Bradley's sword and sorceress XXII
mdp.39015082722771,005911915,233033842,PS3623.H38C73 2008,taggedfantasy,"What, Leslie.",,"La Grande, OR|Wordcraft of Oregon|2008.",2008,oru,,"Fantasy fiction, American|Science fiction, American",Fiction,Crazy love : | stories
mdp.39015061321918,004726040,54071897,,taggedfantasy,"Beagle, Peter S.",,"San Francisco, Calif.|Tachyon Publications|2003.",2003,cau,,"Lawrence, D. H|1885-1930|Heroes|(David Herbert)|Poor|Fantasy fiction, American|United States",Bibliographies|Mixed|ContainsBiogMaterial,"The rhinoceros who quoted Nietzsche, and other odd acquaintances"
pst.000031470421,009819426,8153151,PQ2469.F77,fuzzymatch,"Verne, Jules,",1828-1905.,"Garden City, N.Y.|Nelson Doubleday|ca. 1950].",1950,xxu,,,NotFiction,From the earth to the moon ; and Round the moon
mdp.39015058737563,003902497,36031457,PS3554.I328D68 1996a,fuzzymatch,"Dickson, Gordon R.",,New York|Ace Fantasy|1996.,1996,nyu,,"Fiction|Time travel|Jinn|Dragons|Middle Ages|Eckert, James (Fictitious character)",Novel|Fantasy fiction,The dragon and the Djinn
pst.000066629801,009815300,228466170,,taggedfantasy,"Brooks, Terry.",,"New York|Ballentine Books|2006, c2005.",2005,nyu,,Shannara (Imaginary place)|Magic|Fantasy|Fiction,Novel,Straken
mdp.39015020749142,000630330,1054112,PZ4.M429Bi3PS3563.A8355,oclcid,"Matheson, Richard,",1926-,New York|Viking Press|1975.,1975,nyu,,,Fiction,Bid time return
mdp.39015062495752,005123339,26161432,PS648.S3S48 1992,taggedfantasy,,,New York|William Morrow and Co.|c1993.,1993,nyu,,"Fairy tales|Fantasy fiction, English|Science fiction, English|Adaptations|Science fiction, American|Fantasy fiction, American",Fairy tales|Short stories|Science fiction,"Snow white, blood red"
mdp.39015076164287,005689529,166358576,PR1309.F3T33 2008,taggedfantasy,,,New York|Del Rey/Ballantine Books|c2008.,2008,nyu,,"Lewis, C. S|Sources|Fantasy fiction, English|(Clive Staples)|1898-1963",NotFiction|Bibliographies,Tales before Narnia : | the roots of modern fantasy and science fiction
uc1.32106015394932,007138396,42009620,,fuzzymatch,"Stevenson, Robert Louis,",1850-1894,"Peterborough, Ont.|Broadview Press|1999",1999,onc,,,Fiction|Bibliographies,The strange case of Dr. Jekyll and Mr Hyde
mdp.39015074369276,005791511,122994272,PS648.F3T48 2006,taggedfantasy,,,"Hyattsville, MD|Raw Dog Screaming Press|c2006.",2006,mdu,,"Short stories, American|Horror tales, American|Fantasy fiction, American",Short stories,Text:UR : | the new book of masks
pst.000007889585,012268396,7040015,,taggedfantasy,,,New York|Kensington|c1979.,1979,xx ,,Fantasy fiction,Science fiction|NotFiction,"Other worlds, 1"
pst.000048578233,012269187,16802368,PR6023.E833M4 1988,fuzzymatch,"Lessing, Doris May,",1919-,"New York|Vintage Books|1988, c1974.",1974,xxu,,,NotFiction,The memoirs of a survivor
mdp.39015066054092,000536582,1208042,,fuzzymatch,"Lessing, Doris May,",1919-,London|Octagon|1974,1974,enk,,,Fiction,The memoirs of a survivor
mdp.39015074369409,005807294,36181890,,taggedfantasy,,,"Clarkston, Ga.|White Wolf Pub.|c1996.",1996,gau,,"Fiction|Fantasy fiction, English|Elric of Melniboné (Fictitious character)|Horror tales, American|Swords|Fantasy fiction, American|Horror tales, English",Short stories,Michael Moorcock's Pawn of chaos : | tales of the eternal champion
uc1.32106006290644,004299001,53185606,,fuzzymatch,"Grahame, Kenneth,",1859-1932.,New York|Heritage Press|1940.,1940,   ,,Fiction|Animals,NotFiction,The wind in the willows. | $c: Illus. by Arthur Rackham. Introd. by A. A. Milne.
mdp.39015067663842,005399499,72791357,PS3563.O871635U48 2006,fuzzymatch,"Moriarty, Laura.",,"Berkeley, CA|Atelos|c2006.",2006,cau,,,Fiction,Ultravioleta
pst.000066114031,012256275,53441484,PS3558.A6427D435 2004,fuzzymatch,"Harris, Charlaine.",,New York|Ace Books|2004.,2004,nyu,,Waitresses|City and town life|Fiction|Telepathy|Vampires,Horror fiction|Fiction|Occult fiction,Dead to the world
uc1.$b792519,009952925,28396,PZ4.B412Dak3PR6003.E295,fuzzymatch,"Beeching, Jack.",,New York|Delacorte Press|1968,1968,nyu,,,Fiction,The Dakota Project.
uc1.b4087889,006149811,24617163,,fuzzymatch,"Nesbit, E. (Edith),",1858-1924.,"Harmondsworth, Eng.|Puffin Books|New York|Penguin Books|1959.",1959,enk,,,Fiction,Five children and it
mdp.39015056463733,004288871,47274560,,taggedfantasy,"Link, Kelly D.",,"Brooklyn, NY|Small Beer Press|c2001.",2001,nyu,,Short stories|Fantasy fiction,Fiction,Stranger things happen
mdp.39015033982995,002973365,31828745,,fuzzymatch,"Brown, Mary,",1929-,"Riverdale, NY|Baen Pub. Enterprises|New York, NY|Distributed by Paramount|c1994.",1994,nyu,,Fiction|Animals,Fiction|Fantastic fiction,Pigs don't fly
mdp.39015020711092,000708266,5219832,PZ4.S573LoPS3569.I472;,fuzzymatch,"Silverberg, Robert.",,New York|Harper & Row|c1980.,1980,nyu,,,Fiction,Lord Valentine's castle
inu.39000003644007,007593805,1694679,PZ4.M1195To3PS3563.A255,fuzzymatch,"McCaffrey, Anne.",,London|Dent|1974 [i.e. 1975,1975,enk,,,Fiction,To ride Pegasus
mdp.39015001367005,000106311,7644061,,fuzzymatch,"Silverberg, Robert.",,New York|Bantam Books|1981.,1981,nyu,,,Fiction,Lord Valentine's castle
uc1.b3739770,006706203,11668451,,fuzzymatch,"Aldiss, Brian Wilson,",1925-,London|Jonathan Cape|1983.,1983,enk,,,NotFiction,Helliconia summer
mdp.39015058720528,003900694,41470805,PS648.E7F474 1999,taggedfantasy,,,"Cambridge, MA|Circlet Press|1999.",1999,mau,,"Fiction|Sadomasochism|Fantasy fiction, American|Science fiction, American|Erotic stories, American",Short stories|ContainsBiogMaterial,Fetish fantastic : | tales of power and lust from futuristic to surreal
mdp.39015033404693,000210019,2806864,PZ4.L278Or6PQ3919.2.L23,fuzzymatch,"Langevin, André,",1927-,Toronto|McClelland and Stewart|c1976.,1976,onc,,,Fiction,Orphan street
pst.000045148910,012257624,26503922,PS3563.A255D4 1993,fuzzymatch,"McCaffrey, Anne.",,New York|G.P. Putnam's Sons|c1993.,1993,xxu,,Telepathy|Fiction,Science fiction|NotFiction,Damia's children
mdp.39015005271765,000116600,9645897,PR6051.L3H44 1983,fuzzymatch,"Aldiss, Brian Wilson,",1925-,New York|Atheneum|1983.,1983,nyu,,,Fiction,Helliconia summer
uc1.32106002143268,007120307,1702857,,oclcid,"Saroyan, William,",1908-1981,New York|Doubleday|1951.,1951,   ,,,NotFiction,Tracy's tiger.
mdp.49015000508888,004432950,19124897,PR6051.L3F67 1989,fuzzymatch,"Aldiss, Brian Wilson,",1925-,"New York|Atheneum|1989, c1988.",1989,nyu,,,Fiction,Forgotten life
mdp.39015014329703,001288321,17983555,PS3558.A4215T45 1988,oclcid,"Hambly, Barbara.",,New York|Ballantine Books|1988.,1988,nyu,,,Fiction,Those who hunt the night
mdp.39076005294090,009906535,2726847,PQ3919.2.L238C53,fuzzymatch,"Langevin, André,",1927-,Philadelphia|Lippincott|c1976.,1976,pau,,,Fiction,Orphan Street
uc1.$b245271,006499346,6660244,,taggedfantasy,"Leslie, Shane,",1885-1971.,London|John Long|1924.,1924,enk,,"Fantasy fiction, English",Fiction,Masquerades : | studies in the morbid
mdp.39015056812285,003850028,23768529,PS3576.E43B75 1991,oclcid,"Zelazny, Roger.",,New York|Bantam Books|1991.,1991,nyu,,Fairy tales|Fiction|Good and evil|Demonology|Angels,Fiction,Bring me the head of Prince Charming
mdp.39015059179419,005407684,17508725,PR8676.5.F35C5 1988,taggedfantasy,,,"New York|Bonanza Books|Distributed by Crown Publishers|1988, c1971.",1988,nyu,,"Fiction|Social life and customs|Horror tales, Scottish|Scottish authors|English fiction|Fantasy fiction, Scottish",Short stories,Scottish stories of fantasy & horror
mdp.49015000719303,004454208,6602471,PS3563.A942M3,fuzzymatch,"May, Julian.",,Boston|Houghton Mifflin|1981.,1981,mau,,,Fiction,The many-colored land
mdp.39015073818554,004941584,6847064,,taggedfantasy,"Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,nyu,v.2,"Fiction|Amber (Imaginary place)|Fantasy fiction, American",Novel,The chronicles of Amber
mdp.39015066698575,001004277,206268,PZ1.H1255Cl3PR8675,taggedfantasy,"Haining, Peter.",,New York|Taplinger Pub. Co.|1971,1971,nyu,,"Fantasy fiction, Scottish|English fiction|Scottish authors|Horror tales, Scottish",Fiction,The clans of darkness; | Scottish stories of fantasy and horror. | $c: Foreword by Angus Wilson.
mdp.39015005756898,001441824,240113,PZ1.H1255ClPR1309.H6,taggedfantasy,"Haining, Peter.",,London|Gollancz|1971.,1971,enk,,"Fantasy fiction, Scottish|English fiction|Scottish authors|Horror tales, Scottish",Fiction,The clans of darkness: Scottish stories of fantasy and horror; | $c: foreword by Angus Wilson.
mdp.39015034418064,002999411,31814750,PS3558.O3447P73 1995,fuzzymatch,"Hoffman, Alice.",,New York|Putnam|c1995.,1995,nyu,,Women|Paranormal fiction|Fiction,Fiction|Fantastic fiction,Practical magic
mdp.39015066900658,005616465,77708293,PS648.O33A44 2007,taggedfantasy,,,New York|Penguin Books|2007.,2007,nyu,,"21st century|20th century|Paranormal fiction, American|Fantasy fiction, American|American fiction",Fiction|Bibliographies,American supernatural tales
mdp.39015055166253,003781699,23015695,PN6069.W65T35 1991,taggedfantasy,,,"Freedom, Calif.|Crossing Press|c1991.",1991,cau,,"Women authors|20th century|Magic realism (Literature)|Literature, Modern|Fantasy fiction|Science fiction",Fiction,Tales of magic realism by women : | dreams in a minor key
inu.30000007090594,007587616,691493,PZ4.G349Do,fuzzymatch,"George, Peter,",1924-1966.,New York|Bantam Books|1964,1964,nyu,,,Fiction,"Dr. Strangelove : | or, How I learned to stop worrying and love the bomb; a novel"
mdp.39015008600119,000337429,11685942,PS3554.E437S7 1984,oclcid,"Delany, Samuel R.",,Toronto|New York|Bantam Books|1984.,1984,onc,,,Fiction,Stars in my pocket like grains of sand
inu.30000055919975,008566750,38221534,PS3552.R395A6 1997,taggedfantasy,"Bretnor, Reginald.",,"Medford, Or.|Story Books|c1997.",1997,oru,,"Science fiction, American|Detective and mystery stories, American|Fantasy fiction, American",Science fiction|Fantastic fiction|Detective and mystery stories|Fiction,The timeless tales of Reginald Bretnor
mdp.39015061161934,004760415,50565965,,taggedfantasy,,,"Fountain Hills, Ariz.|Eraserhead Press|c2001.",2001,azu,,Horror tales|Fantasy fiction|Surrealism,Short stories,Strangewood tales
pst.000060460950,008158429,74557359,,taggedfantasy,"Lynn, Tracy.",,"New York, NY|Simon Pulse|2006,  c2003.",2006,nyu,2006,Fantasy|Fairy tales|Adaptations|Snow|Fiction|Adaptation|Snow White (Tale),Young adult fiction|Fiction|Fantasy fiction,"Snow : | a retelling of ""Snow White and the Seven Dwarfs"""
mdp.39015049861092,000265366,6942448,PS3561.A886P67,fuzzymatch,"Kaye, Marvin.",,"Garden City, N.Y.|Doubleday|1981.",1981,nyu,,,Fiction,The possession of Immanuel Wolf and other improbable tales
mdp.39015074299036,005623103,163914513,PS3569.A462345Or 2007,taggedfantasy,"Salvatore, R. A.,",1959-,"Renton, WA|Wizards of the Coast|c 2007.",2007,wau,,Dwarfs|Fiction|sears|Forgotten realms (Imaginary place)|Drizzt Do'Urden (Fictitious character)|Fantasy fiction|Imaginary wars and battles,Fiction|Fantasy fiction,The orc king
mdp.39015014816808,000001451,104767,PZ3.C107Do8,oclcid,"Cabell, James Branch,",1879-1958.,New York|Books for Libraries Press|1970,1970,nyu,,,Fiction|Bibliographies,Domnei; | a comedy of woman-worship. | $c: With an introd. by Joseph Hergesheimer.
inu.30000110628371,009399298,305175137,PR6112.L49V38 2009,taggedfantasy,"Llewelyn, Robin.",,Cardigan [Wales|Parthian|2009.,2009,wlk,,"Translations into English|Llewelyn, Robin|Fantasy fiction, Welsh",Novel,Vatilan the dish thief
mdp.39076005205393,009905688,1283373,,taggedfantasy,,,"Boston|Little, Brown|1952-",1952,mau,,"Science fiction|Magazine of fantasy and science fiction (Cornwall, Conn.)|Fantasy fiction",UnknownGenre,The best from Fantasy and science fiction.
uiug.30112000933272,100405722,2229579,PZ8.A54Han,fuzzymatch,"Andersen, H. C. (Hans Christian),",1805-1875.,"Chicago|Belford, Clarke & Co.|date of publication not identified",0,ilu,,(OCoLC)fst00919916|fast|Fairy tales,NotFiction,Hans Andersen's fairy tales : | a new translation
uc1.32106014482415,007133602,36022170,,oclcid,"Olsen, Lance,",1956-,San Francisco|Permeable Press|c1996,1996,cau,,,Fiction,Time famine : | a novel
mdp.39015061863232,004955990,26811551,,taggedfantasy,"Bishop, Michael,",1945-,New York|Arbor House|c1988.,1988,nyu,,"Fiction|Ute Indians|Gay men|Fathers and daughters|Divorced women|Unicorns|Fantasy fiction, American|AIDS (Disease)",Novel,Unicorn mountain
mdp.39015049615175,005605281,23359631,,taggedfantasy,"Smith, Clark Ashton,",1893-1961.,"West Warwick, RI|Necronomicon Press|1988.",1988,riu,,"Fantasy fiction, American",Bibliographies|Short stories|ContainsBiogMaterial,The vaults of Yoh-Vombis.
mdp.39015046878727,003992616,2188915,PZ4.B98674PatPS3552.U827,fuzzymatch,"Butler, Octavia E.",,"Garden City, N.Y.|Doubleday|c1976.",1976,nyu,,,Fiction|Science fiction,Patternmaster
pst.000007408892,007039895,5362746,,taggedfantasy,,,"New York|Jove Publications|1979, c1977.",1977,xx ,,"Horror tales, American|Fantasy fiction, English|Horror tales, English|Fantasy fiction, American",NotFiction,Whispers
mdp.49015000582263,004440347,507524737,PS648.F3M46 1989,taggedfantasy,,,"Freedom, Calif.|Crossing Press|c1989.",1989,cau,,"Women authors|Fiction|20th century|Women|Science fiction, American|American fiction|Fantasy fiction, American",Fiction,Memories and visions : | women's fantasy & science fiction
mdp.39015061860394,004948946,36639850,PS648.E7W57 1994,taggedfantasy,,,"Boston, MA|Circlet Press|c1994.",1994,mau,,"Fiction|Gay men|Erotic stories, American|Gay men's writings, American|Gay erotic literature|Science fiction, American|Fantasy fiction, American",Short stories,Wired hard : | erotica for a gay universe
inu.32000009192297,006059035,1726287,PZ3.B4443El,fuzzymatch,"Bentley, E. C. (Edmund Clerihew),",1875-1956.,New York|Knopf|1950.,1950,nyu,,,Fiction,"Elephant's work, an enigma."
mdp.39015022268869,002530284,23582751,PS3563.A25316K56 1991,oclcid,"MacAvoy, R. A.",,New York|Morrow|c1991.,1991,nyu,,,Fiction|Fantastic fiction,King of the dead
mdp.39015058799951,003903278,9761750,PS3554.O469D3 1984,taggedfantasy,"Donaldson, Stephen R.",,New York|Ballantine Books|1984.,1984,nyu,,"Fantasy fiction, American",Short stories,Daughter of regals and other tales
mdp.39076002560766,009928908,1690264,,taggedfantasy,"Goudge, Elizabeth,",1900-1984.,New York|Coward-McCann|c1951.,1951,nyu,,"Juvenile fiction|Animals, Mythical|Perseverance (Ethics)|Fantasy fiction",Fiction,The Valley of Song
mdp.39015058261077,004361832,52638892,PQ2469.V75E5 2003,fuzzymatch,"Verne, Jules,",1828-1905.,New York|Modern Library|2003.,2003,nyu,,,Fiction|ContainsBiogMaterial,Journey to the centre of the earth
uc1.b4354458,006224284,7651281,,taggedfantasy,,,Carbondale|Southern Illinois University|1981,1981,ilu,,"Fantasy fiction, American|Science fiction, American",Fiction,"The Magazine of fantasy and science fiction, April 1965"
mdp.39015055929247,003960522,13793496,PS648.H57W67 1986,taggedfantasy,,,Boston|Alyson Pulications|1986.,1986,mau,,"Fiction|20th century|Gay men|Lesbians|Gays' writings, American|Science fiction, American|American fiction|Fantasy fiction, American",Fiction|Fantastic fiction|Science fiction,Worlds apart : | an anthology of lesbian and gay science fiction and fantasy
pst.000012778775,012276260,8698811,,fuzzymatch,"Cook, Glen.",,New York|Pocket Books|1982.,1982,xx ,,,NotFiction,The swordbearer
pst.000064519425,009809428,18005746,,fuzzymatch,"Cervantes Saavedra, Miguel de,",1547-1616.,New York|Grolier|1978?,1978,nyu,,,Fiction,Don Quixote of La Mancha
mdp.39076002637689,009929832,55759622,,fuzzymatch,"Stoker, Bram,",1847-1912.,"Norwood, Australia|Deodand Books|c2003.",2003,at ,,Paranormal fiction|Vampires|Fiction,Fiction,The lady of the shroud
mdp.39015063166436,005208958,51385402,,taggedfantasy,,,"Farmingdale, NY|Padwolf Pub.|1998-",0,nyu,v.1,"Detective and mystery stories, American|Fantasy fiction, American|Science fiction, American",Mixed,"The Best of pirate writings : | tales of fantasy, mystery & science fiction"
mdp.39015039923407,003960522,13793496,PS648.H57W67 1986,taggedfantasy,,,Boston|Alyson Pulications|1986.,1986,mau,,"Fiction|20th century|Gay men|Lesbians|Gays' writings, American|Science fiction, American|American fiction|Fantasy fiction, American",Fiction|Fantastic fiction|Science fiction,Worlds apart : | an anthology of lesbian and gay science fiction and fantasy
mdp.39015042819667,004019422,30544451,PS3554.E425A63 1994,oclcid,"Deitz, Tom.",,New York|W. Morrow|c1994.,1994,nyu,,,Fiction|Fantastic fiction,Above the lower sky
mdp.39015069971524,005650036,77729983,,fuzzymatch,"Klein, T. E. D.",,"Burton, MI|Subterranean Press|2006.",2006,miu,,,Short stories|Horror fiction,Reassuring tales
mdp.39015054262236,003603895,38901577,PS648.H6D66 1998,taggedfantasy,,,"Garden City, NY|Doubleday Direct|c1998.",1998,nyu,,"Fiction|Horror tales, American|Fantasy fiction, American|Taboo|Science fiction, American",Fiction,Don't open this book!
pst.000013792183,007057088,9721851,,fuzzymatch,"May, Julian.",,New York|Ballantine Books|1983.,1983,xx ,,,NotFiction,The many-colored land
mdp.39015002381344,000747593,3286720,,fuzzymatch,"Bentley, E. C. (Edmund Clerihew),",1875-1956.,London|Hodder and Stoughton|1950.,1950,enk,,,Fiction,"Elephant's work, an enigma."
mdp.39015032254008,002953871,7404577,,fuzzymatch,"Stoker, Bram,",1847-1912.,New York|Paperback Library|1966.,1966,nyu,,,Fiction,The lady of the shroud ; | a paperback library gothic
mdp.39015077606070,005808934,154744171,PN6120.95.H727N49x 2008,oclcid,,,San Francisco|Tachyon Publications|2008.,2008,cau,,Horror tales|Science fiction,Bibliographies|Short stories|Fantasy fiction|Horror fiction,The new weird
uc1.b4974688,000837875,13498124,,oclcid,"Beauchemin, Yves,",1941-,New York|Henry Holt|1986.,1986,   ,,,NotFiction,The alley cat : | a novel
inu.30000038067421,006810705,30667846,PR8876.5.F35L47 1994,taggedfantasy,,,New York|Sterling Pub. Co.|c1994.,1994,nyu,,"Fairy tales|Fiction|Fantasy fiction, English|Leprechauns|Folklore|Irish authors|Ireland",Fiction,The leprechaun book
mdp.39015064094074,005223013,29466036,PS509.G68G74 1994,taggedfantasy,,,New York|ROC|c1994.,1994,nyu,,"Fiction|Fantasy fiction, American|Grail",Fantastic fiction|Short stories,Grails : | visitations of the night
mdp.39015034449911,003001504,33404390,PQ9188.E8D4 1995,taggedfantasy,,,"Sawtry, Cambs|Dedalus|New York, NY|Hippocrene|1995, c1994.",1995,enk,,"Short stories, Portuguese|19th century|20th century|Fantasy fiction, Portuguese|Short stories|Translations into English|Portuguese fiction",Fiction,The Dedalus book of Portuguese fantasy
inu.30000041996913,003001504,33404390,PQ9188.E8D4 1995,taggedfantasy,,,"Sawtry, Cambs|Dedalus|New York, NY|Hippocrene|1995, c1994.",1995,enk,,"Short stories, Portuguese|19th century|20th century|Fantasy fiction, Portuguese|Short stories|Translations into English|Portuguese fiction",Fiction,The Dedalus book of Portuguese fantasy
mdp.39015004984947,000192763,8825918,PS3555.L62S7 1982,taggedfantasy,"Ellison, Harlan.",,"Huntington Woods, Mich.|Phantasia Press|1982.",1982,miu,,"Horror tales, American|Fantasy fiction, American",Fiction,Stalking the nightmare
uc1.b3558403,004905195,8979303,PT5525.E5N4 1982,taggedfantasy,,,"Merrick, N.Y.|Cross-Cultural Communications|1982.",1982,nyu,,"20th century|Flemish fiction|Fantasy fiction, Flemish|Dutch fiction|Translations into English|Fantasy fiction, Dutch|Science fiction, Flemish|Science fiction, Dutch",Short stories|ContainsBiogMaterial,New worlds from the Lowlands : | fantasy and science fiction of Dutch and Flemish writers
mdp.39015006565108,001417010,67412081,,fuzzymatch,"Hunter, Mollie,",1922-,"New York|Avon|1968, c1964",1968,nyu,,,UnknownGenre,The kelpie's pearls | $c: [by] Mollie Hunter. [Illustrated by Joseph Cellini]
uc1.32106001951109,007115377,3362428,,taggedfantasy,"Scott, Walter, Sir,",1771-1832.,London|J. Calder|c1977.,1977,enk,,"Fiction|Fantasy fiction, English",Fiction,The supernatural short stories of Sir Walter Scott
pst.000007408625,012268544,668577,PZ5.K4Fan,taggedfantasy,"Kelley, Leo P.,",,New York|McGraw-Hill|c1974.,1974,xx ,,Fantasy fiction,NotFiction,Fantasy : | the literature of the marvelous
mdp.39015061002906,005050635,31306905,,taggedfantasy,,,"Boston|AlyCat Books|1994, c1986.",1986,mau,,"Fiction|20th century|Gay men|Lesbians|Gays' writings, American|Science fiction, American|American fiction|Fantasy fiction, American",Short stories,Worlds apart : | an anthology of lesbian and gay science fiction and fantasy
mdp.39015059970619,003869968,35723663,PR6052.Y2D58 1997,taggedfantasy,"Byatt, A. S. (Antonia Susan),",1936-,New York|Random House|1997?,1997,nyu,,"Fairy tales|England|Fantasy fiction, English",Fiction,The Djinn in the nightingale's eye : | five fairy stories
mdp.39015019432841,002446629,22505741,PS3554.O98S57 1990,taggedfantasy,"Dozois, Gardner R.",,"Kansas City, MO|Ursus Imprints|Shingletown, CA|Mark V. Ziesing|1990.",1990,mou,,"Collaboration|Science fiction, American|Authorship|Fantasy fiction, American",Bibliographies|Fiction,Slow dancing through time
mdp.39015061381730,004905195,8979303,PT5525.E5N4 1982,taggedfantasy,,,"Merrick, N.Y.|Cross-Cultural Communications|1982.",1982,nyu,,"20th century|Flemish fiction|Fantasy fiction, Flemish|Dutch fiction|Translations into English|Fantasy fiction, Dutch|Science fiction, Flemish|Science fiction, Dutch",Short stories|ContainsBiogMaterial,New worlds from the Lowlands : | fantasy and science fiction of Dutch and Flemish writers
mdp.39015000638554,000256120,4494940,PZ3.L518Pu 1978PR4879.L7,taggedfantasy,"Le Fanu, Joseph Sheridan,",1814-1873.,New York|Garland Pub.|1979.,1978,nyu,v.3,"Fantasy fiction, English",Fiction|Bibliographies,The Purcell papers
mdp.39015053764299,003591024,21448140,PS3563.A255R6 1990,oclcid,"McCaffrey, Anne.",,New York|Ace/Putnam|c1990.,1990,nyu,,,Fiction,The Rowan
mdp.39015064900908,005236198,69683189,,taggedfantasy,,,"Baltimore, Md.|Cemetery Dance|2006.",2006,mdu,,Fantasy|Horror tales|Science fiction,Fiction,Poe's lighthouse : | all new collaborations with Edgar Allan Poe
uc1.l0070882576,011719975,43496686,,taggedfantasy,"Machen, Arthur,",1863-1947.,"North Stratford, NH|Ayer Company|1999.",1999,nhu,,"Fantasy fiction, English|Supernatural|Fiction",Fiction,The house of souls
mdp.39015066779920,005116478,74908473,,taggedfantasy,"Garcia, Camille Rose,",1970-,"Seattle, Wash.|Fantagraphics|2006.",2006,wau,,"Underground comic books, strips, etc|Magic|Fantasy comic books, strips, etc|Animals|Islands|Comic books, strips, etc|Bottles|United States",UnknownGenre,The magic bottle
uc1.b4938298,009494415,10780994,,taggedfantasy,"Haggard, H. Rider (Henry Rider),",1856-1925.,London|Michael Joseph|1981.,1981,enk,,"(Henry Rider)|1856-1925|Adventure stories, English|Haggard, H. Rider|Fantasy fiction, English",NotFiction|Bibliographies,The best short stories of Rider Haggard
mdp.39015040178470,003976091,37801363,PQ3848.B36 1998,taggedfantasy,,,"Madison [N.J.|Fairleigh Dickinson University Press|London|Cranbury, NJ|Associated University Presses|c1998.",1998,nju,,"20th century|Translations into English|Belgian fiction (French)|Fantasy fiction, Belgian (French)|Short stories, Belgian (French)",Fiction,The Belgian school of the bizarre : | an anthology of short stories
inu.30000056861648,006810704,32892996,PR8875.R36 1995,taggedfantasy,,,Dublin|Attic Press|1995.,1995,ie ,,English fiction|Irish authors|Fantasy fiction|Short stories,Fiction,Rapunzel's revenge : | more feminist farytales.
mdp.39076002339229,009927211,1598865,,taggedfantasy,"Besterman, Catherine,",1908-,Indianapolis|Bobbs-Merrill Co.|c1949.,1949,inu,,Juvenile fiction|Boys|Voyages and travels|Education|Fantasy fiction,Fiction,The extraordinary education of Johnny Longfoot in his search for the magic hat
